CPU,Storage,Mem,BW,MIPS,Energy,Class
0.0940219395280236,0.0025062656641604,0.0066375732421875,0.1,0.276548672566372,0.0,normal
0.0940219395280236,0.0101010101010101,0.0378646850585938,0.1,0.663716814159292,0.0,normal
0.0940219395280236,0.0050251256281407,0.0199127197265625,0.1,0.497787610619469,0.0,normal
0.0940219395280236,0.0101010101010101,0.0464630126953125,0.1,0.829646017699115,0.0,normal
0.0940219395280236,0.0126582278481013,0.0597381591796875,0.1,0.829646017699115,0.0,normal
0.0940219395280236,0.0101010101010101,0.0464630126953125,0.1,0.719026548672566,0.0,normal
0.0940219395280236,0.0075566750629722,0.0331878662109375,0.1,0.497787610619469,0.0,normal
0.0940219395280236,0.0101010101010101,0.0464630126953125,0.1,0.829646017699115,0.0,normal
0.0940219395280236,0.0101010101010101,0.0464630126953125,0.1,0.719026548672566,0.0,normal
0.0940219395280236,0.0075566750629722,0.0331878662109375,0.1,0.608407079646018,0.0,normal
0.0940219395280236,0.0050251256281407,0.013275146484375,0.1,0.553097345132743,0.0,normal
0.0940219395280236,0.0075566750629722,0.0245895385742188,0.1,0.442477876106195,0.0,normal
0.0940219395280236,0.0050251256281407,0.0199127197265625,0.1,0.38716814159292,0.0,normal
0.0940219395280236,0.0101010101010101,0.0378646850585938,0.1,0.663716814159292,0.0,normal
0.0940219395280236,0.0101010101010101,0.0378646850585938,0.1,0.663716814159292,0.0,normal
0.0940219395280236,0.0050251256281407,0.0199127197265625,0.1,0.38716814159292,0.0,normal
0.0940219395280236,0.0101010101010101,0.0464630126953125,0.1,0.829646017699115,0.0,normal
0.0940219395280236,0.0101010101010101,0.0378646850585938,0.1,0.663716814159292,0.0,normal
0.0940219395280236,0.0050251256281407,0.0199127197265625,0.1,0.497787610619469,0.0,normal
0.0940219395280236,0.0075566750629722,0.0331878662109375,0.1,0.608407079646018,0.0,normal
0.0940219395280236,0.0050251256281407,0.0113143920898438,0.1,0.331858407079646,0.0,normal
0.0940219395280236,0.0050251256281407,0.013275146484375,0.1,0.553097345132743,0.0,normal
0.0940219395280236,0.0050251256281407,0.0199127197265625,0.1,0.38716814159292,0.0,normal
0.0940219395280236,0.0050251256281407,0.0113143920898438,0.1,0.331858407079646,0.0,normal
0.0940219395280236,0.0050251256281407,0.0199127197265625,0.1,0.38716814159292,0.0,normal
0.0940219395280236,0.0101010101010101,0.0464630126953125,0.1,0.719026548672566,0.0,normal
0.0940219395280236,0.0050251256281407,0.013275146484375,0.1,0.553097345132743,0.0,normal
0.0940219395280236,0.0101010101010101,0.0378646850585938,0.1,0.663716814159292,0.0,normal
0.0940219395280236,0.0075566750629722,0.0331878662109375,0.1,0.608407079646018,0.0,normal
0.0940219395280236,0.0075566750629722,0.0331878662109375,0.1,0.608407079646018,0.0,normal
0.0940219395280236,0.0101010101010101,0.0464630126953125,0.1,0.719026548672566,0.0,normal
0.0940219395280236,0.0075566750629722,0.0331878662109375,0.1,0.608407079646018,0.0,normal
0.0940219395280236,0.0101010101010101,0.0464630126953125,0.1,0.719026548672566,0.0,normal
0.0940219395280236,0.0050251256281407,0.013275146484375,0.1,0.553097345132743,0.0,normal
0.0940219395280236,0.0050251256281407,0.013275146484375,0.1,0.553097345132743,0.0,normal
0.0940219395280236,0.0075566750629722,0.0245895385742188,0.1,0.442477876106195,0.0,normal
0.0940219395280236,0.0050251256281407,0.013275146484375,0.1,0.553097345132743,0.0,normal
0.0940219395280236,0.0075566750629722,0.0331878662109375,0.1,0.608407079646018,0.0,normal
0.0940219395280236,0.0050251256281407,0.0199127197265625,0.1,0.38716814159292,0.0,normal
0.0940219395280236,0.0050251256281407,0.0199127197265625,0.1,0.38716814159292,0.0,normal
0.0940219395280236,0.0050251256281407,0.0199127197265625,0.1,0.38716814159292,0.0,normal
0.0940219395280236,0.0050251256281407,0.0199127197265625,0.1,0.38716814159292,0.0,normal
0.0940219395280236,0.0050251256281407,0.0199127197265625,0.1,0.38716814159292,0.0,normal
0.0940219395280236,0.0126582278481013,0.0597381591796875,0.1,0.940265486725664,0.0,normal
0.0940219395280236,0.0050251256281407,0.013275146484375,0.1,0.553097345132743,0.0,normal
0.0940219395280236,0.0050251256281407,0.0199127197265625,0.1,0.38716814159292,0.0,normal
0.0940219395280236,0.0101010101010101,0.0464630126953125,0.1,0.829646017699115,0.0,normal
0.0940219395280236,0.0050251256281407,0.0199127197265625,0.1,0.38716814159292,0.0,normal
0.0940219395280236,0.0050251256281407,0.0113143920898438,0.1,0.331858407079646,0.0,normal
0.0940219395280236,0.0101010101010101,0.0378646850585938,0.1,0.663716814159292,0.0,normal
0.0940219395280236,0.0050251256281407,0.0199127197265625,0.1,0.38716814159292,0.0,normal
0.0940219395280236,0.0126582278481013,0.0597381591796875,0.1,0.829646017699115,0.0,normal
0.0940219395280236,0.0075566750629722,0.0331878662109375,0.1,0.497787610619469,0.0,normal
0.0940219395280236,0.0050251256281407,0.013275146484375,0.1,0.553097345132743,0.0,normal
0.0940219395280236,0.0101010101010101,0.0464630126953125,0.1,0.719026548672566,0.0,normal
0.0940219395280236,0.0050251256281407,0.0113143920898438,0.1,0.331858407079646,0.0,normal
0.0940219395280236,0.0050251256281407,0.013275146484375,0.1,0.553097345132743,0.0,normal
0.0940219395280236,0.0101010101010101,0.0464630126953125,0.1,0.829646017699115,0.0,normal
0.0940219395280236,0.0126582278481013,0.0597381591796875,0.1,0.940265486725664,0.0,normal
0.0940219395280236,0.0050251256281407,0.0199127197265625,0.1,0.38716814159292,0.0,normal
0.0940219395280236,0.0050251256281407,0.013275146484375,0.1,0.553097345132743,0.0,normal
0.0940219395280236,0.0050251256281407,0.013275146484375,0.1,0.553097345132743,0.0,normal
0.0940219395280236,0.0101010101010101,0.0464630126953125,0.1,0.829646017699115,0.0,normal
0.0940219395280236,0.0050251256281407,0.0199127197265625,0.1,0.38716814159292,0.0,normal
0.0940219395280236,0.0050251256281407,0.0199127197265625,0.1,0.38716814159292,0.0,normal
0.0940219395280236,0.0050251256281407,0.013275146484375,0.1,0.553097345132743,0.0,normal
0.0940219395280236,0.0050251256281407,0.0199127197265625,0.1,0.38716814159292,0.0,normal
0.0063538798277201,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0063538798277201,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0063538798277201,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0063538798277201,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0063538798277201,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0063538798277201,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0063538798277201,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0063538798277201,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0063538798277201,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0063538798277201,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0063538798277201,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0063538798277201,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0063538798277201,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0063538798277201,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0063538798277201,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0063538798277201,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0063538798277201,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0063538798277201,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0063538798277201,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0063538798277201,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0063538798277201,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0063538798277201,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0063538798277201,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0063538798277201,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0063538798277201,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0063538798277201,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0063538798277201,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0063538798277201,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0063538798277201,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0063538798277201,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0063538798277201,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0063538798277201,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0063538798277201,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0063538798277201,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0063538798277201,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0063538798277201,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0063538798277201,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0027664085545722,0.0025062656641604,0.0066375732421875,0.1,0.276548672566372,0.0,under
0.0027664085545722,0.0025062656641604,0.0066375732421875,0.1,0.276548672566372,0.0,under
0.0027664085545722,0.0025062656641604,0.0066375732421875,0.1,0.276548672566372,0.0,under
0.0027664085545722,0.0025062656641604,0.0066375732421875,0.1,0.276548672566372,0.0,under
0.0027664085545722,0.0025062656641604,0.0066375732421875,0.1,0.276548672566372,0.0,under
0.0027664085545722,0.0025062656641604,0.0066375732421875,0.1,0.276548672566372,0.0,under
0.0027664085545722,0.0025062656641604,0.0066375732421875,0.1,0.276548672566372,0.0,under
0.0027664085545722,0.0025062656641604,0.0066375732421875,0.1,0.276548672566372,0.0,under
0.0027664085545722,0.0025062656641604,0.0066375732421875,0.1,0.276548672566372,0.0,under
0.0027664085545722,0.0025062656641604,0.0066375732421875,0.1,0.276548672566372,0.0,under
0.0027664085545722,0.0025062656641604,0.0066375732421875,0.1,0.276548672566372,0.0,under
0.0027664085545722,0.0025062656641604,0.0066375732421875,0.1,0.276548672566372,0.0,under
0.0027664085545722,0.0025062656641604,0.0066375732421875,0.1,0.276548672566372,0.0,under
0.0084727811904257,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0084727811904257,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0084727811904257,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0084727811904257,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0084727811904257,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0084727811904257,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0084727811904257,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0084727811904257,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0084727811904257,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0084727811904257,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0084727811904257,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0084727811904257,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0084727811904257,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0084727811904257,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0084727811904257,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0084727811904257,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0084727811904257,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0084727811904257,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0084727811904257,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0084727811904257,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0084727811904257,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0084727811904257,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0084727811904257,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0084727811904257,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0084727811904257,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0084727811904257,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0084727811904257,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0084727811904257,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0084727811904257,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0084727811904257,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0084727811904257,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0084727811904257,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0084727811904257,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0084727811904257,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0084727811904257,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0084727811904257,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0084727811904257,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0084727811904257,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0084727811904257,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0084727811904257,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0084727811904257,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0084727811904257,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0084727811904257,0.0025062656641604,0.004425048828125,0.1,0.211819529760644,0.0,under
0.0165938421828908,0.0075566750629722,0.0245895385742188,0.1,0.442477876106195,0.0,normal
0.0165938421828908,0.0075566750629722,0.0245895385742188,0.1,0.442477876106195,0.0,normal
0.0165938421828908,0.0050251256281407,0.0199127197265625,0.1,0.38716814159292,0.0,normal
0.0165938421828908,0.0050251256281407,0.013275146484375,0.1,0.553097345132743,0.0,normal
0.0165938421828908,0.0050251256281407,0.0199127197265625,0.1,0.497787610619469,0.0,normal
0.0165938421828908,0.0075566750629722,0.0159912109375,0.1,0.38716814159292,0.0,normal
0.0165938421828908,0.0050251256281407,0.0199127197265625,0.1,0.38716814159292,0.0,normal
0.0165938421828908,0.0050251256281407,0.0113143920898438,0.1,0.331858407079646,0.0,normal
0.0165938421828908,0.0050251256281407,0.0199127197265625,0.1,0.38716814159292,0.0,normal
0.0165938421828908,0.0050251256281407,0.0113143920898438,0.1,0.331858407079646,0.0,normal
0.0165938421828908,0.0050251256281407,0.0199127197265625,0.1,0.38716814159292,0.0,normal
0.0165938421828908,0.0050251256281407,0.0199127197265625,0.1,0.38716814159292,0.0,normal
0.0165938421828908,0.0075566750629722,0.0245895385742188,0.1,0.553097345132743,0.0,normal
0.0165938421828908,0.0075566750629722,0.0245895385742188,0.1,0.553097345132743,0.0,normal
0.0165938421828908,0.0050251256281407,0.0199127197265625,0.1,0.38716814159292,0.0,normal
0.0165938421828908,0.0050251256281407,0.013275146484375,0.1,0.553097345132743,0.0,normal
0.0165938421828908,0.0050251256281407,0.013275146484375,0.1,0.553097345132743,0.0,normal
0.0165938421828908,0.0075566750629722,0.0245895385742188,0.1,0.442477876106195,0.0,normal
0.0165938421828908,0.0050251256281407,0.013275146484375,0.1,0.553097345132743,0.0,normal
